disease,metric,method,n_pairs,method_mean,RWR_mean,mean_increase_over_RWR,t_statistic,p_value,significance
dwarfism,Recall@300,DK,2,0.08333333333333333,0.0,0.08333333333333333,1.0,0.49999999999999956,ns
dwarfism,Recall@300,DK*,2,0.08333333333333333,0.0,0.08333333333333333,1.0,0.49999999999999956,ns
dwarfism,Recall@300,QA0,2,0.08333333333333333,0.0,0.08333333333333333,1.0,0.49999999999999956,ns
dwarfism,Recall@300,QA1,2,0.16666666666666666,0.0,0.16666666666666666,inf,0.0,***
dwarfism,Recall@300,QA*,2,0.08333333333333333,0.0,0.08333333333333333,1.0,0.49999999999999956,ns
dwarfism,Recall@300,DIAMOND,2,0.08333333333333333,0.0,0.08333333333333333,1.0,0.49999999999999956,ns
dwarfism,Recall@300,GCN,2,0.16666666666666666,0.0,0.16666666666666666,inf,0.0,***
esophageal diseases,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,rNBR,2,0.0005341880341880341,0.0,0.0005341880341880341,1.0,0.49999999999999956,ns
esophageal diseases,AP@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,AP@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,rNBR,2,0.08333333333333333,0.0,0.08333333333333333,1.0,0.49999999999999956,ns
esophageal diseases,Recall@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
esophageal diseases,Recall@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,AP@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
exophthalmos,Recall@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,AP@300,rNBR,2,0.0,0.0010330578512396695,-0.0010330578512396695,-1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,RWR,2,0.0006983240223463687,0.0010330578512396695,-0.0003347338288933007,-1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,DK,2,0.0,0.0010330578512396695,-0.0010330578512396695,-1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,DK*,2,0.0,0.0010330578512396695,-0.0010330578512396695,-1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,QA0,2,0.001953125,0.0010330578512396695,0.0009200671487603305,1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,QA1,2,0.0029069767441860465,0.0010330578512396695,0.001873918892946377,1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,QA*,2,0.003125,0.0010330578512396695,0.0020919421487603307,1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,DIAMOND,2,0.004629629629629629,0.0010330578512396695,0.00359657177838996,1.0,0.49999999999999956,ns
glomerulonephritis,AP@300,GCN,2,0.000641025641025641,0.0010330578512396695,-0.0003920322102140284,-1.0,0.49999999999999956,ns
glomerulonephritis,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
glomerulonephritis,Recall@300,rNBR,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
glomerulonephritis,Recall@300,RWR,2,0.125,0.125,0.0,0.0,1.0,ns
glomerulonephritis,Recall@300,DK,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
glomerulonephritis,Recall@300,DK*,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
glomerulonephritis,Recall@300,QA0,2,0.125,0.125,0.0,0.0,1.0,ns
glomerulonephritis,Recall@300,QA1,2,0.125,0.125,0.0,0.0,1.0,ns
glomerulonephritis,Recall@300,QA*,2,0.125,0.125,0.0,0.0,1.0,ns
glomerulonephritis,Recall@300,DIAMOND,2,0.125,0.125,0.0,0.0,1.0,ns
glomerulonephritis,Recall@300,GCN,2,0.125,0.125,0.0,0.0,1.0,ns
gout,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,AP@300,DIAMOND,2,0.000591016548463357,0.0,0.000591016548463357,1.0,0.49999999999999956,ns
gout,AP@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
gout,Recall@300,DIAMOND,2,0.16666666666666666,0.0,0.16666666666666666,1.0,0.49999999999999956,ns
gout,Recall@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,AP@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,DK,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
graves disease,Recall@300,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
head and neck neoplasms,AP@25,rNBR,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,RWR,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,DK,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,DK*,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,QA0,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,QA1,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,QA*,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,DIAMOND,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@25,GCN,2,0.0,0.003703703703703704,-0.003703703703703704,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@300,rNBR,2,0.0006459948320413437,0.004075312770964945,-0.003429317938923601,-0.7263491869794686,0.6000805674019101,ns
head and neck neoplasms,AP@300,RWR,2,0.00020128824476650564,0.004075312770964945,-0.003874024526198439,-0.9058653149891382,0.5314184530482887,ns
head and neck neoplasms,AP@300,DK,2,0.00022768670309653916,0.004075312770964945,-0.0038476260678684056,-0.8941730276896213,0.5355308488388062,ns
head and neck neoplasms,AP@300,DK*,2,0.00022675736961451248,0.004075312770964945,-0.0038485554013504325,-0.8945822070748619,0.535386124104089,ns
head and neck neoplasms,AP@300,QA0,2,0.00020576131687242798,0.004075312770964945,-0.0038695514540925168,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@300,QA1,2,0.00019770660340055356,0.004075312770964945,-0.003877606167564391,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@300,QA*,2,0.0008680555555555555,0.004075312770964945,-0.0032072572154093894,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@300,DIAMOND,2,0.0005096839959225281,0.004075312770964945,-0.003565628775042417,-1.0,0.49999999999999956,ns
head and neck neoplasms,AP@300,GCN,2,0.0020576131687242796,0.004075312770964945,-0.0020176996022406653,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,rNBR,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,RWR,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,DK,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,DK*,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,QA0,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,QA1,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,QA*,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,DIAMOND,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@25,GCN,2,0.0,0.05555555555555555,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@300,rNBR,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-0.3333333333333333,0.7951672353008665,ns
head and neck neoplasms,Recall@300,RWR,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-0.3333333333333333,0.7951672353008665,ns
head and neck neoplasms,Recall@300,DK,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-0.3333333333333333,0.7951672353008665,ns
head and neck neoplasms,Recall@300,DK*,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-0.3333333333333333,0.7951672353008665,ns
head and neck neoplasms,Recall@300,QA0,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@300,QA1,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@300,QA*,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@300,DIAMOND,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-1.0,0.49999999999999956,ns
head and neck neoplasms,Recall@300,GCN,2,0.05555555555555555,0.1111111111111111,-0.05555555555555555,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,rNBR,2,0.005555555555555556,0.10185185185185186,-0.09629629629629631,-0.8965517241379312,0.5346903384679527,ns
hypothalamic diseases,AP@25,RWR,2,0.02857142857142857,0.10185185185185186,-0.07328042328042329,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,DK,2,0.0,0.10185185185185186,-0.10185185185185186,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,DK*,2,0.0,0.10185185185185186,-0.10185185185185186,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,QA0,2,0.004901960784313725,0.10185185185185186,-0.09694989106753814,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,QA1,2,0.025925925925925925,0.10185185185185186,-0.07592592592592594,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,QA*,2,0.011568627450980392,0.10185185185185186,-0.09028322440087147,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,DIAMOND,2,0.10714285714285714,0.10185185185185186,0.005291005291005277,1.0,0.49999999999999956,ns
hypothalamic diseases,AP@25,GCN,2,0.03935185185185185,0.10185185185185186,-0.0625,-1.0,0.49999999999999956,ns
hypothalamic diseases,AP@300,rNBR,2,0.014050210015580034,0.10404483430799222,-0.08999462429241219,-0.8901040473444407,0.5369732335858808,ns
hypothalamic diseases,AP@300,RWR,2,0.033239901619154494,0.10404483430799222,-0.07080493268883772,-0.9523059842430667,0.5155492610346308,ns
hypothalamic diseases,AP@300,DK,2,0.010714867569706278,0.10404483430799222,-0.09332996673828595,-0.945531911373011,0.517818472494983,ns
hypothalamic diseases,AP@300,DK*,2,0.010692239858906525,0.10404483430799222,-0.0933525944490857,-0.9379772661031769,0.520367331933411,ns
hypothalamic diseases,AP@300,QA0,2,0.012185911401597678,0.10404483430799222,-0.09185892290639455,-0.9763797281678038,0.507608060328941,ns
hypothalamic diseases,AP@300,QA1,2,0.026954732510288064,0.10404483430799222,-0.07709010179770416,-0.9740028733666278,0.5083836393159913,ns
hypothalamic diseases,AP@300,QA*,2,0.012623479771655496,0.10404483430799222,-0.09142135453633672,-0.9774438067963898,0.5072614431737155,ns
hypothalamic diseases,AP@300,DIAMOND,2,0.11239571479883972,0.10404483430799222,0.008350880490847505,2.3544036841464635,0.25569643105000944,ns
hypothalamic diseases,AP@300,GCN,2,0.04331388598629978,0.10404483430799222,-0.06073094832169244,-0.9232229634403357,0.525401027311596,ns
hypothalamic diseases,Recall@25,rNBR,2,0.08333333333333333,0.16666666666666666,-0.08333333333333333,-0.3333333333333333,0.7951672353008665,ns
hypothalamic diseases,Recall@25,RWR,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
hypothalamic diseases,Recall@25,DK,2,0.0,0.16666666666666666,-0.16666666666666666,-1.0,0.49999999999999956,ns
hypothalamic diseases,Recall@25,DK*,2,0.0,0.16666666666666666,-0.16666666666666666,-1.0,0.49999999999999956,ns
hypothalamic diseases,Recall@25,QA0,2,0.08333333333333333,0.16666666666666666,-0.08333333333333333,-1.0,0.49999999999999956,ns
hypothalamic diseases,Recall@25,QA1,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
hypothalamic diseases,Recall@25,QA*,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
hypothalamic diseases,Recall@25,DIAMOND,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
hypothalamic diseases,Recall@25,GCN,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
hypothalamic diseases,Recall@300,rNBR,2,0.41666666666666663,0.25,0.16666666666666663,8492068896701028.0,7.496639277324908e-17,***
hypothalamic diseases,Recall@300,RWR,2,0.41666666666666663,0.25,0.16666666666666663,8492068896701028.0,7.496639277324908e-17,***
hypothalamic diseases,Recall@300,DK,2,0.25,0.25,-1.3877787807814457e-17,-8.326672684688673e-17,1.0,ns
hypothalamic diseases,Recall@300,DK*,2,0.25,0.25,-1.3877787807814457e-17,-8.326672684688673e-17,1.0,ns
hypothalamic diseases,Recall@300,QA0,2,0.25,0.25,-1.3877787807814457e-17,-8.326672684688673e-17,1.0,ns
hypothalamic diseases,Recall@300,QA1,2,0.25,0.25,-1.3877787807814457e-17,-8.326672684688673e-17,1.0,ns
hypothalamic diseases,Recall@300,QA*,2,0.25,0.25,-1.3877787807814457e-17,-8.326672684688673e-17,1.0,ns
hypothalamic diseases,Recall@300,DIAMOND,2,0.5,0.25,0.24999999999999997,2.9999999999999996,0.20483276469913345,ns
hypothalamic diseases,Recall@300,GCN,2,0.3333333333333333,0.25,0.08333333333333333,1.0,0.49999999999999956,ns
leukemia b-cell,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,AP@300,rNBR,2,0.0021551724137931034,0.0014746889746889745,0.0006804834391041289,0.2553782095766829,0.840823369248829,ns
leukemia b-cell,AP@300,RWR,2,0.0021551724137931034,0.0014746889746889745,0.0006804834391041289,0.2553782095766829,0.840823369248829,ns
leukemia b-cell,AP@300,DK,2,0.0010504201680672268,0.0014746889746889745,-0.0004242688066217478,-0.2719919110212336,0.8309344980704044,ns
leukemia b-cell,AP@300,DK*,2,0.0010504201680672268,0.0014746889746889745,-0.0004242688066217478,-0.2719919110212336,0.8309344980704044,ns
leukemia b-cell,AP@300,QA0,2,0.0,0.0014746889746889745,-0.0014746889746889745,-2.8947368421052633,0.21175227233475916,ns
leukemia b-cell,AP@300,QA1,2,0.0,0.0014746889746889745,-0.0014746889746889745,-2.8947368421052633,0.21175227233475916,ns
leukemia b-cell,AP@300,QA*,2,0.0,0.0014746889746889745,-0.0014746889746889745,-2.8947368421052633,0.21175227233475916,ns
leukemia b-cell,AP@300,DIAMOND,2,0.0010775862068965517,0.0014746889746889745,-0.00039710276779242294,-0.6989422294548412,0.6116519449235394,ns
leukemia b-cell,AP@300,GCN,2,0.0,0.0014746889746889745,-0.0014746889746889745,-2.8947368421052633,0.21175227233475916,ns
leukemia b-cell,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
leukemia b-cell,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
