disease,metric,method,n_pairs,method_mean,RWR_mean,mean_increase_over_RWR,t_statistic,p_value,significance
blood coagulation disorders,Recall@300,DK*,2,0.8,0.7,0.09999999999999998,1.0,0.49999999999999956,ns
blood coagulation disorders,Recall@300,QA0,2,0.75,0.7,0.04999999999999999,0.3333333333333333,0.7951672353008665,ns
blood coagulation disorders,Recall@300,QA1,2,0.8,0.7,0.09999999999999998,1.0,0.49999999999999956,ns
blood coagulation disorders,Recall@300,QA*,2,0.75,0.7,0.04999999999999999,0.3333333333333333,0.7951672353008665,ns
blood coagulation disorders,Recall@300,DIAMOND,2,0.6,0.7,-0.10000000000000003,-0.5000000000000001,0.7048327646991335,ns
blood coagulation disorders,Recall@300,GCN,2,0.8,0.7,0.09999999999999998,1.0,0.49999999999999956,ns
blood platelet disorders,AP@25,rNBR,2,0.004166666666666667,0.08333333333333333,-0.07916666666666666,-0.9047619047619048,0.531804502512353,ns
blood platelet disorders,AP@25,RWR,2,0.12037037037037036,0.08333333333333333,0.037037037037037035,0.2857142857142857,0.8228289344341906,ns
blood platelet disorders,AP@25,DK,2,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0,ns
blood platelet disorders,AP@25,DK*,2,0.08712121212121211,0.08333333333333333,0.0037878787878787845,0.02325581395348835,0.9851975571792262,ns
blood platelet disorders,AP@25,QA0,2,0.1099086099086099,0.08333333333333333,0.02657527657527657,0.1896995708154506,0.880651637786299,ns
blood platelet disorders,AP@25,QA1,2,0.11893090569561157,0.08333333333333333,0.035597572362278236,0.271593944790739,0.831170423126081,ns
blood platelet disorders,AP@25,QA*,2,0.14670868347338933,0.08333333333333333,0.06337535014005602,0.6135593220338983,0.6496490543145677,ns
blood platelet disorders,AP@25,DIAMOND,2,0.1075174825174825,0.08333333333333333,0.02418414918414917,1.0,0.49999999999999956,ns
blood platelet disorders,AP@25,GCN,2,0.10218253968253968,0.08333333333333333,0.01884920634920635,0.12751677852348997,0.9192560621576479,ns
blood platelet disorders,AP@300,rNBR,2,0.011319444444444444,0.09954108894326284,-0.0882216444988184,-0.9646529732906421,0.5114525002078472,ns
blood platelet disorders,AP@300,RWR,2,0.14094675703845835,0.09954108894326284,0.04140566809519552,0.3068809909800631,0.810441615626417,ns
blood platelet disorders,AP@300,DK,2,0.09928299304922919,0.09954108894326284,-0.0002580958940336525,-0.001492102737294142,0.9990500985999785,ns
blood platelet disorders,AP@300,DK*,2,0.10095645944637366,0.09954108894326284,0.001415370503110816,0.008246133712215878,0.994750467218231,ns
blood platelet disorders,AP@300,QA0,2,0.11092487007121153,0.09954108894326284,0.011383781127948689,0.07478765467817144,0.9524771699959639,ns
blood platelet disorders,AP@300,QA1,2,0.128890430437745,0.09954108894326284,0.02934934149448217,0.2008445036761234,0.873817217928793,ns
blood platelet disorders,AP@300,QA*,2,0.15212440197317867,0.09954108894326284,0.05258331302991581,0.44886442769655227,0.7314042725514659,ns
blood platelet disorders,AP@300,DIAMOND,2,0.11483019295519294,0.09954108894326284,0.015289104011930097,0.7498407880050683,0.5903993443618173,ns
blood platelet disorders,AP@300,GCN,2,0.12471686408481521,0.09954108894326284,0.025175775141552365,0.1653815901139776,0.8956592462675121,ns
blood platelet disorders,Recall@25,rNBR,2,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0,ns
blood platelet disorders,Recall@25,RWR,2,0.25,0.08333333333333333,0.16666666666666666,inf,0.0,***
blood platelet disorders,Recall@25,DK,2,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0,ns
blood platelet disorders,Recall@25,DK*,2,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.0,0.49999999999999956,ns
blood platelet disorders,Recall@25,QA0,2,0.3333333333333333,0.08333333333333333,0.25,2.999999999999999,0.2048327646991335,ns
blood platelet disorders,Recall@25,QA1,2,0.3333333333333333,0.08333333333333333,0.25,2.999999999999999,0.2048327646991335,ns
blood platelet disorders,Recall@25,QA*,2,0.3333333333333333,0.08333333333333333,0.25,2.999999999999999,0.2048327646991335,ns
blood platelet disorders,Recall@25,DIAMOND,2,0.25,0.08333333333333333,0.16666666666666669,1.0,0.49999999999999956,ns
blood platelet disorders,Recall@25,GCN,2,0.25,0.08333333333333333,0.16666666666666666,inf,0.0,***
blood platelet disorders,Recall@300,rNBR,2,0.3333333333333333,0.5,-0.16666666666666663,-8492068896701028.0,7.496639277324908e-17,***
blood platelet disorders,Recall@300,RWR,2,0.5833333333333333,0.5,0.08333333333333334,1.0,0.49999999999999956,ns
blood platelet disorders,Recall@300,DK,2,0.5833333333333333,0.5,0.08333333333333334,1.0,0.49999999999999956,ns
blood platelet disorders,Recall@300,DK*,2,0.5833333333333333,0.5,0.08333333333333334,1.0,0.49999999999999956,ns
blood platelet disorders,Recall@300,QA0,2,0.41666666666666663,0.5,-0.08333333333333331,-1.0,0.49999999999999956,ns
blood platelet disorders,Recall@300,QA1,2,0.5833333333333333,0.5,0.08333333333333334,1.0,0.49999999999999956,ns
blood platelet disorders,Recall@300,QA*,2,0.5833333333333333,0.5,0.08333333333333334,1.0,0.49999999999999956,ns
blood platelet disorders,Recall@300,DIAMOND,2,0.4166666666666667,0.5,-0.08333333333333329,-0.33333333333333315,0.7951672353008667,ns
blood platelet disorders,Recall@300,GCN,2,0.5833333333333333,0.5,0.08333333333333334,1.0,0.49999999999999956,ns
breast neoplasms,AP@25,rNBR,2,0.0,0.015555555555555555,-0.015555555555555555,-3.499999999999999,0.17717106556580947,ns
breast neoplasms,AP@25,RWR,2,0.06416666666666666,0.015555555555555555,0.048611111111111105,0.8064516129032258,0.5679500396253936,ns
breast neoplasms,AP@25,DK,2,0.0,0.015555555555555555,-0.015555555555555555,-3.499999999999999,0.17717106556580947,ns
breast neoplasms,AP@25,DK*,2,0.0,0.015555555555555555,-0.015555555555555555,-3.499999999999999,0.17717106556580947,ns
breast neoplasms,AP@25,QA0,2,0.0027777777777777775,0.015555555555555555,-0.012777777777777777,-1.769230769230769,0.32750987781384155,ns
breast neoplasms,AP@25,QA1,2,0.002631578947368421,0.015555555555555555,-0.012923976608187135,-1.8264462809917352,0.3189022624273631,ns
breast neoplasms,AP@25,QA*,2,0.0020833333333333333,0.015555555555555555,-0.013472222222222222,-2.063829787234042,0.2872429171340045,ns
breast neoplasms,AP@25,DIAMOND,2,0.06666666666666667,0.015555555555555555,0.05111111111111111,2.421052631578948,0.24936392628104825,ns
breast neoplasms,AP@25,GCN,2,0.02008403361344538,0.015555555555555555,0.004528478057889824,0.24286429644466703,0.8483243758125321,ns
breast neoplasms,AP@300,rNBR,2,0.006225990721284555,0.01911035670578851,-0.012884365984503952,-4.1238482802428855,0.15145176315939726,ns
breast neoplasms,AP@300,RWR,2,0.06771912085563773,0.01911035670578851,0.04860876414984922,0.8218005027139557,0.5620735252899326,ns
breast neoplasms,AP@300,DK,2,0.0020238881896370883,0.01911035670578851,-0.01708646851615142,-4.97804403644272,0.1262057958024647,ns
breast neoplasms,AP@300,DK*,2,0.00101415996938385,0.01911035670578851,-0.01809619673640466,-6.242590408029901,0.1011209565035933,ns
breast neoplasms,AP@300,QA0,2,0.004987599206349206,0.01911035670578851,-0.014122757499439302,-2.659769533932528,0.22894307041231768,ns
breast neoplasms,AP@300,QA1,2,0.005641612392184474,0.01911035670578851,-0.013468744313604035,-2.5164087232333796,0.24080514847200712,ns
breast neoplasms,AP@300,QA*,2,0.0040519686353019686,0.01911035670578851,-0.015058388070486541,-3.202502638358675,0.1926808505245997,ns
breast neoplasms,AP@300,DIAMOND,2,0.06790558292282431,0.01911035670578851,0.04879522621703579,2.5968373693581244,0.23400985560149262,ns
breast neoplasms,AP@300,GCN,2,0.02339401767676628,0.01911035670578851,0.004283660970977773,0.2553250360746044,0.8408551484089167,ns
breast neoplasms,Recall@25,rNBR,2,0.0,0.1,-0.1,-inf,0.0,***
breast neoplasms,Recall@25,RWR,2,0.15000000000000002,0.1,0.05,1.0,0.49999999999999956,ns
breast neoplasms,Recall@25,DK,2,0.0,0.1,-0.1,-inf,0.0,***
breast neoplasms,Recall@25,DK*,2,0.0,0.1,-0.1,-inf,0.0,***
breast neoplasms,Recall@25,QA0,2,0.05,0.1,-0.05,-1.0,0.49999999999999956,ns
breast neoplasms,Recall@25,QA1,2,0.05,0.1,-0.05,-1.0,0.49999999999999956,ns
breast neoplasms,Recall@25,QA*,2,0.05,0.1,-0.05,-1.0,0.49999999999999956,ns
breast neoplasms,Recall@25,DIAMOND,2,0.15000000000000002,0.1,0.05,1.0,0.49999999999999956,ns
breast neoplasms,Recall@25,GCN,2,0.15000000000000002,0.1,0.05,1.0,0.49999999999999956,ns
breast neoplasms,Recall@300,rNBR,2,0.45,0.25,0.2,inf,0.0,***
breast neoplasms,Recall@300,RWR,2,0.4,0.25,0.15,2.999999999999999,0.2048327646991335,ns
breast neoplasms,Recall@300,DK,2,0.2,0.25,-0.05,-1.0,0.49999999999999956,ns
breast neoplasms,Recall@300,DK*,2,0.1,0.25,-0.15,-2.999999999999999,0.2048327646991335,ns
breast neoplasms,Recall@300,QA0,2,0.15000000000000002,0.25,-0.09999999999999999,-7205759403792793.0,8.834874115176434e-17,***
breast neoplasms,Recall@300,QA1,2,0.15000000000000002,0.25,-0.09999999999999999,-7205759403792793.0,8.834874115176434e-17,***
breast neoplasms,Recall@300,QA*,2,0.15000000000000002,0.25,-0.09999999999999999,-7205759403792793.0,8.834874115176434e-17,***
breast neoplasms,Recall@300,DIAMOND,2,0.25,0.25,0.0,0.0,1.0,ns
breast neoplasms,Recall@300,GCN,2,0.35,0.25,0.1,3602879701896397.0,1.7669748230352867e-16,***
carbohydrate metabolism inborn errors,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,AP@25,RWR,2,0.004585326953748007,0.0,0.004585326953748007,22.999999999999996,0.02766169913332395,*
carbohydrate metabolism inborn errors,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,AP@25,QA0,2,0.003289473684210526,0.0,0.003289473684210526,1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,AP@25,QA1,2,0.02631578947368421,0.0,0.02631578947368421,1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,AP@25,QA*,2,0.004794374600468783,0.0,0.004794374600468783,1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,AP@25,DIAMOND,2,0.004048582995951417,0.0,0.004048582995951417,inf,0.0,***
carbohydrate metabolism inborn errors,AP@25,GCN,2,0.006674294431731502,0.0,0.006674294431731502,2.916666666666667,0.2102738268450137,ns
carbohydrate metabolism inborn errors,AP@300,rNBR,2,0.0038644528534483172,0.004848105850414448,-0.000983652996966131,-0.555022907243635,0.6774302434995603,ns
carbohydrate metabolism inborn errors,AP@300,RWR,2,0.011323399154191352,0.004848105850414448,0.006475293303776904,15.971863051525315,0.039806869507629336,*
carbohydrate metabolism inborn errors,AP@300,DK,2,0.003019630092592202,0.004848105850414448,-0.0018284757578222461,-1.6846851486801526,0.3410292883678251,ns
carbohydrate metabolism inborn errors,AP@300,DK*,2,0.0031259854028791523,0.004848105850414448,-0.0017221204475352957,-1.6001559565595962,0.35558748188018735,ns
carbohydrate metabolism inborn errors,AP@300,QA0,2,0.008155772112279977,0.004848105850414448,0.0033076662618655296,0.5539572079804451,0.6779491470393264,ns
carbohydrate metabolism inborn errors,AP@300,QA1,2,0.030918656827456422,0.004848105850414448,0.026070550977041973,0.9793071558456629,0.5066553560325426,ns
carbohydrate metabolism inborn errors,AP@300,QA*,2,0.013212544923830165,0.004848105850414448,0.008364439073415718,1.8966915767736146,0.30888573066567343,ns
carbohydrate metabolism inborn errors,AP@300,DIAMOND,2,0.010605137887057319,0.004848105850414448,0.005757032036642871,3.1804125956763074,0.19393812258232565,ns
carbohydrate metabolism inborn errors,AP@300,GCN,2,0.021700588035402524,0.004848105850414448,0.016852482184988075,6.3133673587827355,0.10000598519470512,ns
carbohydrate metabolism inborn errors,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,Recall@25,RWR,2,0.05263157894736842,0.0,0.05263157894736842,inf,0.0,***
carbohydrate metabolism inborn errors,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,Recall@25,QA0,2,0.02631578947368421,0.0,0.02631578947368421,1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,Recall@25,QA1,2,0.02631578947368421,0.0,0.02631578947368421,1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,Recall@25,QA*,2,0.05263157894736842,0.0,0.05263157894736842,1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,Recall@25,DIAMOND,2,0.05263157894736842,0.0,0.05263157894736842,inf,0.0,***
carbohydrate metabolism inborn errors,Recall@25,GCN,2,0.07894736842105263,0.0,0.07894736842105263,3.0,0.20483276469913345,ns
carbohydrate metabolism inborn errors,Recall@300,rNBR,2,0.18421052631578946,0.23684210526315788,-0.05263157894736842,-1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,Recall@300,RWR,2,0.23684210526315788,0.23684210526315788,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,Recall@300,DK,2,0.21052631578947367,0.23684210526315788,-0.02631578947368421,-1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,Recall@300,DK*,2,0.21052631578947367,0.23684210526315788,-0.02631578947368421,-1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,Recall@300,QA0,2,0.23684210526315788,0.23684210526315788,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,Recall@300,QA1,2,0.21052631578947367,0.23684210526315788,-0.02631578947368421,-1.0,0.49999999999999956,ns
carbohydrate metabolism inborn errors,Recall@300,QA*,2,0.2894736842105263,0.23684210526315788,0.05263157894736842,inf,0.0,***
carbohydrate metabolism inborn errors,Recall@300,DIAMOND,2,0.23684210526315788,0.23684210526315788,0.0,0.0,1.0,ns
carbohydrate metabolism inborn errors,Recall@300,GCN,2,0.3421052631578947,0.23684210526315788,0.10526315789473684,2.0,0.2951672353008664,ns
carcinoma renal cell,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,AP@300,rNBR,2,0.0010504201680672268,0.0006544502617801048,0.0003959699062871221,1.0,0.49999999999999956,ns
carcinoma renal cell,AP@300,RWR,2,0.0,0.0006544502617801048,-0.0006544502617801048,-1.0,0.49999999999999956,ns
carcinoma renal cell,AP@300,DK,2,0.0,0.0006544502617801048,-0.0006544502617801048,-1.0,0.49999999999999956,ns
carcinoma renal cell,AP@300,DK*,2,0.0,0.0006544502617801048,-0.0006544502617801048,-1.0,0.49999999999999956,ns
carcinoma renal cell,AP@300,QA0,2,0.0004496402877697842,0.0006544502617801048,-0.00020480997401032056,-1.0,0.49999999999999956,ns
carcinoma renal cell,AP@300,QA1,2,0.0006544502617801048,0.0006544502617801048,0.0,0.0,1.0,ns
carcinoma renal cell,AP@300,QA*,2,0.0,0.0006544502617801048,-0.0006544502617801048,-1.0,0.49999999999999956,ns
carcinoma renal cell,AP@300,DIAMOND,2,0.0,0.0006544502617801048,-0.0006544502617801048,-1.0,0.49999999999999956,ns
carcinoma renal cell,AP@300,GCN,2,0.0,0.0006544502617801048,-0.0006544502617801048,-1.0,0.49999999999999956,ns
carcinoma renal cell,Recall@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@25,GCN,2,0.0,0.0,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@300,rNBR,2,0.125,0.125,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@300,RWR,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
carcinoma renal cell,Recall@300,DK,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
carcinoma renal cell,Recall@300,DK*,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
carcinoma renal cell,Recall@300,QA0,2,0.125,0.125,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@300,QA1,2,0.125,0.125,0.0,0.0,1.0,ns
carcinoma renal cell,Recall@300,QA*,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
carcinoma renal cell,Recall@300,DIAMOND,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
carcinoma renal cell,Recall@300,GCN,2,0.0,0.125,-0.125,-1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,rNBR,2,0.0,0.004166666666666667,-0.004166666666666667,-1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,RWR,2,0.007506127450980392,0.004166666666666667,0.0033394607843137258,1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,DK,2,0.002976190476190476,0.004166666666666667,-0.0011904761904761906,-1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,DK*,2,0.005208333333333333,0.004166666666666667,0.0010416666666666664,1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,QA0,2,0.001893939393939394,0.004166666666666667,-0.0022727272727272726,-1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,QA1,2,0.001893939393939394,0.004166666666666667,-0.0022727272727272726,-1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,QA*,2,0.010317460317460317,0.004166666666666667,0.006150793650793651,2.818181818181818,0.2170739437569821,ns
cardiomyopathies,AP@25,DIAMOND,2,0.002976190476190476,0.004166666666666667,-0.0011904761904761906,-1.0,0.49999999999999956,ns
cardiomyopathies,AP@25,GCN,2,0.007954545454545455,0.004166666666666667,0.003787878787878789,1.0,0.49999999999999956,ns
cardiomyopathies,AP@300,rNBR,2,0.008095599065496936,0.015191138038812568,-0.007095538973315631,-0.838517103464976,0.5557732409144716,ns
cardiomyopathies,AP@300,RWR,2,0.01924539896904458,0.015191138038812568,0.0040542609302320134,2.4407618092664918,0.24754791358317574,ns
cardiomyopathies,AP@300,DK,2,0.008023142017921103,0.015191138038812568,-0.007167996020891465,-2.4365174797318385,0.24793686417854743,ns
cardiomyopathies,AP@300,DK*,2,0.010680708485682682,0.015191138038812568,-0.004510429553129884,-8.814121627947598,0.07191972216851457,ns
cardiomyopathies,AP@300,QA0,2,0.01694626690688174,0.015191138038812568,0.0017551288680691746,0.31993931225077377,0.8028720288430068,ns
cardiomyopathies,AP@300,QA1,2,0.01806311744646199,0.015191138038812568,0.002871979407649423,1.2316795795555526,0.4341458577099697,ns
cardiomyopathies,AP@300,QA*,2,0.027492880515750197,0.015191138038812568,0.012301742476937633,8.11894442512125,0.07801869813293208,ns
cardiomyopathies,AP@300,DIAMOND,2,0.01588831660796005,0.015191138038812568,0.0006971785691474849,0.42627256244545075,0.7434753198415681,ns
cardiomyopathies,AP@300,GCN,2,0.025692583671104337,0.015191138038812568,0.01050144563229177,9.242751835369916,0.06861084865587089,ns
cardiomyopathies,Recall@25,rNBR,2,0.0,0.041666666666666664,-0.041666666666666664,-1.0,0.49999999999999956,ns
cardiomyopathies,Recall@25,RWR,2,0.08333333333333333,0.041666666666666664,0.041666666666666664,1.0,0.49999999999999956,ns
cardiomyopathies,Recall@25,DK,2,0.041666666666666664,0.041666666666666664,0.0,0.0,1.0,ns
cardiomyopathies,Recall@25,DK*,2,0.041666666666666664,0.041666666666666664,0.0,0.0,1.0,ns
cardiomyopathies,Recall@25,QA0,2,0.041666666666666664,0.041666666666666664,0.0,0.0,1.0,ns
cardiomyopathies,Recall@25,QA1,2,0.041666666666666664,0.041666666666666664,0.0,0.0,1.0,ns
cardiomyopathies,Recall@25,QA*,2,0.08333333333333333,0.041666666666666664,0.041666666666666664,1.0,0.49999999999999956,ns
cardiomyopathies,Recall@25,DIAMOND,2,0.041666666666666664,0.041666666666666664,0.0,0.0,1.0,ns
cardiomyopathies,Recall@25,GCN,2,0.08333333333333333,0.041666666666666664,0.041666666666666664,1.0,0.49999999999999956,ns
cardiomyopathies,Recall@300,rNBR,2,0.41666666666666663,0.41666666666666663,0.0,0.0,1.0,ns
cardiomyopathies,Recall@300,RWR,2,0.5,0.41666666666666663,0.08333333333333334,1.0,0.49999999999999956,ns
cardiomyopathies,Recall@300,DK,2,0.29166666666666663,0.41666666666666663,-0.125,-1.0,0.49999999999999956,ns
cardiomyopathies,Recall@300,DK*,2,0.29166666666666663,0.41666666666666663,-0.125,-1.0,0.49999999999999956,ns
cardiomyopathies,Recall@300,QA0,2,0.5,0.41666666666666663,0.08333333333333334,1.0,0.49999999999999956,ns
cardiomyopathies,Recall@300,QA1,2,0.5,0.41666666666666663,0.08333333333333337,inf,0.0,***
cardiomyopathies,Recall@300,QA*,2,0.5,0.41666666666666663,0.08333333333333334,1.0,0.49999999999999956,ns
cardiomyopathies,Recall@300,DIAMOND,2,0.5416666666666667,0.41666666666666663,0.12500000000000003,3.0000000000000013,0.2048327646991333,ns
cardiomyopathies,Recall@300,GCN,2,0.625,0.41666666666666663,0.20833333333333334,1.6666666666666672,0.34404173924526116,ns
cardiomyopathy hypertrophic,AP@25,rNBR,2,0.029347826086956522,0.0,0.029347826086956522,1.4210526315789473,0.39037992285461803,ns
cardiomyopathy hypertrophic,AP@25,RWR,2,0.052222222222222225,0.0,0.052222222222222225,1.620689655172414,0.35194965264565786,ns
cardiomyopathy hypertrophic,AP@25,DK,2,0.03409247757073844,0.0,0.03409247757073844,2.8720930232558137,0.21330000117173123,ns
cardiomyopathy hypertrophic,AP@25,DK*,2,0.050362318840579706,0.0,0.050362318840579706,2.957446808510638,0.20757679844831403,ns
cardiomyopathy hypertrophic,AP@25,QA0,2,0.01111111111111111,0.0,0.01111111111111111,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,AP@25,QA1,2,0.01838235294117647,0.0,0.01838235294117647,2.7777777777777777,0.21998751505027692,ns
cardiomyopathy hypertrophic,AP@25,QA*,2,0.06304347826086956,0.0,0.06304347826086956,1.16,0.4529289466771236,ns
cardiomyopathy hypertrophic,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
cardiomyopathy hypertrophic,AP@25,GCN,2,0.06333333333333332,0.0,0.06333333333333332,1.4615384615384615,0.3820038302649428,ns
cardiomyopathy hypertrophic,AP@300,rNBR,2,0.031745043038253165,0.004842551213905452,0.026902491824347716,1.1527215344382091,0.4549115264307697,ns
cardiomyopathy hypertrophic,AP@300,RWR,2,0.05991452991452992,0.004842551213905452,0.05507197870062446,2.429027651961526,0.2486260686785205,ns
cardiomyopathy hypertrophic,AP@300,DK,2,0.04015188529104581,0.004842551213905452,0.03530933407714036,8.931449567834875,0.07098281133652048,ns
cardiomyopathy hypertrophic,AP@300,DK*,2,0.05718821840598097,0.004842551213905452,0.05234566719207552,6.2722402842801745,0.10065088599356566,ns
cardiomyopathy hypertrophic,AP@300,QA0,2,0.02361736501980404,0.004842551213905452,0.018774813805898592,2.680664535762162,0.22730688049190925,ns
cardiomyopathy hypertrophic,AP@300,QA1,2,0.02897348594610258,0.004842551213905452,0.02413093473219713,2.8541269381276066,0.21454357570011326,ns
cardiomyopathy hypertrophic,AP@300,QA*,2,0.07018633540372671,0.004842551213905452,0.06534378418982124,1.440956948078049,0.3862222293588832,ns
cardiomyopathy hypertrophic,AP@300,DIAMOND,2,0.004349649074833652,0.004842551213905452,-0.0004929021390717998,-0.27963203680739107,0.826414504740614,ns
cardiomyopathy hypertrophic,AP@300,GCN,2,0.07047619047619047,0.004842551213905452,0.06563363926228502,1.9116779780498914,0.3068232820108777,ns
cardiomyopathy hypertrophic,Recall@25,rNBR,2,0.2,0.0,0.2,inf,0.0,***
cardiomyopathy hypertrophic,Recall@25,RWR,2,0.30000000000000004,0.0,0.30000000000000004,3.0000000000000004,0.2048327646991334,ns
cardiomyopathy hypertrophic,Recall@25,DK,2,0.30000000000000004,0.0,0.30000000000000004,3.0000000000000004,0.2048327646991334,ns
cardiomyopathy hypertrophic,Recall@25,DK*,2,0.30000000000000004,0.0,0.30000000000000004,3.0000000000000004,0.2048327646991334,ns
cardiomyopathy hypertrophic,Recall@25,QA0,2,0.1,0.0,0.1,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@25,QA1,2,0.2,0.0,0.2,inf,0.0,***
cardiomyopathy hypertrophic,Recall@25,QA*,2,0.30000000000000004,0.0,0.30000000000000004,3.0000000000000004,0.2048327646991334,ns
cardiomyopathy hypertrophic,Recall@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
cardiomyopathy hypertrophic,Recall@25,GCN,2,0.30000000000000004,0.0,0.30000000000000004,3.0000000000000004,0.2048327646991334,ns
cardiomyopathy hypertrophic,Recall@300,rNBR,2,0.4,0.30000000000000004,0.1,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@300,RWR,2,0.4,0.30000000000000004,0.1,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@300,DK,2,0.6000000000000001,0.30000000000000004,0.30000000000000004,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@300,DK*,2,0.6000000000000001,0.30000000000000004,0.30000000000000004,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@300,QA0,2,0.4,0.30000000000000004,0.1,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@300,QA1,2,0.4,0.30000000000000004,0.1,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@300,QA*,2,0.4,0.30000000000000004,0.1,1.0,0.49999999999999956,ns
cardiomyopathy hypertrophic,Recall@300,DIAMOND,2,0.30000000000000004,0.30000000000000004,0.0,0.0,1.0,ns
cardiomyopathy hypertrophic,Recall@300,GCN,2,0.4,0.30000000000000004,0.1,1.0,0.49999999999999956,ns
celiac disease,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
celiac disease,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
celiac disease,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
celiac disease,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
celiac disease,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
celiac disease,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
celiac disease,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
